"issuekey","created","storypoint","context","codesnippet","t_Bug","t_New.Feature","t_Story","t_Epic","t_Improvement","t_Technical.task","t_Sub.task","c_APIDoc","c_Guides","c_Tooling","c_Cloud","c_360","c_Stratus"
"TIDOC-3209","07/10/2018 21:58:16",3,"Close icon does not show in tabs - The X icon is not displayed in the documentation navigation tabs","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3212","07/16/2018 17:59:18",8,"Create and publish release note for SDK 7.2.1.GA Create and publish SDK 7.2.1.GA release note.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3214","07/20/2018 21:33:55",8,"Fix potentially broken API docs When generated the docs site, the following errors show up:  * /Users/bimmel/Documents/Repositories/doctools/build/titanium.js:15941: Unknown type Arra[]  * /Users/bimmel/Documents/Repositories/doctools/build/titanium.js:15961: Unknown type Arra[]  * /Users/bimmel/Documents/Repositories/doctools/build/titanium.js:139222: Unknown type Callback<bool>  * /Users/bimmel/Documents/Repositories/arrow-orm/lib/model.js:1678: Incorrect type syntax  * /Users/bimmel/Documents/Repositories/arrow/lib/arrow.js:488: Unknown type object  * /Users/bimmel/Documents/Repositories/arrow/lib/arrow.js:2599: Unknown type Arrow.Codeblock  * /Users/bimmel/Documents/Repositories/arrow/apidoc/middleware.js:40: {@link ReactRendererEngine React} links to non-existing class    Figure out where the following errors are being sourced from, correct them, and create PRs as necessary.","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3215","07/30/2018 17:24:46",8,"Create and publish release note for SDK 7.3.0.GA Create and publish SDK 7.3.0.GA release note.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3216","07/30/2018 17:25:24",8,"Create and publish release note for Studio 5.1.0.GA Create and publish the release note for Studio 5.1.0.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3217","07/30/2018 17:49:09",8,"Create and publish release note for SDK 7.2.1.GA Create and publish SDK 7.2.1.GA release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3220","08/07/2018 19:04:47",8,"Create and publish release note for SDK 7.3.1.RC Create and publish SDK 7.3.1.RC release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3221","08/08/2018 11:01:43",2,"Hyperloop - iOS: Document Swift framework prerequisites When using Swift frameworks it is required that the {{ALWAYS_EMBED_SWIFT_STANDARD_LIBRARIES}} build setting is enabled or else the app will crash on startup. This can be done using https://github.com/appcelerator-modules/hook-swift-frameworks. This is not mentioned in the iOS guides for Hyperloop and should be added.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3222","08/09/2018 08:55:54",3,"""Class Ti.UI.SearchBar was not found"" in doc search Hi!    Trying to find Ti.UI.SearchBar in appcelerator's online doc, it says ""Class Ti.UI.SearchBar was not found."" However, it appears in search results (at the input field of top of doc).     But when I type Titanium.UI.SearchBar -it is found within the same search result. And then short version (Ti.UI.SearchBar) is always in search result and is constantly found.    Some ambiguosity here =)  ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3224","08/10/2018 09:54:32",2,"Hyperloop 2.2.3 release notes missing Release notes for Hyperloop 2.2.3 is missing in the doc    Here is the download link  https://downloads.platform.axway.com/modules/hyperloop-2.2.3.zip    Missing link  https://docs.appcelerator.com/platform/latest/#!/guide/Hyperloop_2.2.3_Release_Note  ","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3229","08/23/2018 09:08:08",3,"Wikis redirect to mobile page, breaking the search index Our wiki-docs are now broken as well. When trying to access a wiki via {{docs.appcelerator.com}} (using [this search|https://www.google.de/search?q=uiapplicationdeleate+titanium&oq=uiapplicationdeleate+titanium&aqs=chrome..69i57.9385j0j4&sourceid=chrome&ie=UTF-8]), the mobile version of them is shown, which breaks the Google index and leads to a bad UX. We need to fix this urgently.","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3232","08/27/2018 15:27:30",0,"Method docs loses second parameter From [~s.volkov] via Slack:    Hello. It looks like there is a problem with documentation renderer. It loses second parameter:  https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.ScrollView-method-setContentOffset  https://github.com/appcelerator/titanium_mobile/blob/master/apidoc/Titanium/UI/ScrollView.yml#L51","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3233","08/27/2018 21:24:55",8,"Create and publish release note for SDK 7.3.1.GA Create and publish SDK 7.3.1.RC release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3236","08/31/2018 21:47:15",8,"Create and publish release note for SDK 7.4.0.RC Create and publish SDK 7.4.0.RC release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3237","09/05/2018 12:01:18",8,"Create and publish release note for Studio 5.1.1.RC Create and publish Studio 5.1.1.RC release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3238","09/10/2018 17:52:58",2,"Create and publish release note for Studio 5.1.1.GA Create and publish Studio 5.1.1.GA release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3239","09/10/2018 19:13:13",8,"Create and publish release note for SDK 7.4.0.GA Create and publish SDK 7.4.0.GA release note.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3241","09/17/2018 16:59:40",3,"Update documents that includes info about ADT The following documents mention ""ADT"", which is no longer support, and we need to either remove it from out documents or add warnings messages:  # Installing Eclipse and ADT  # Installing the Android Development Tools  # Installing Ant  # Installing Titanium Advanced Tools  # Building the Titanium SDK From Source  # Android Titanium SDK Development Setup  # Quick Start Guide for Android APS SDK","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3250","10/19/2018 21:12:53",8,"Create and publish release note for SDK 7.5.0.RC Create and publish release note for SDK 7.5.0.RC and addition info about CommonJS functionality changes introduced in this release.","",0,1,0,0,0,0,0,0,0,0,0,0,1
"TIDOC-3251","10/23/2018 14:45:11",5,"API's cannot be found in search The docs search is broken again. We are trying to search API's like ""Button"" and ""ListView"", but only the guides are visible. These kind of basic functionalities should not be broken every 3 weeks.","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3252","10/24/2018 17:44:20",3,"Create and publish release note for CLI 6.3.1.GA Create and publish release note for CLI 6.3.1.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3254","10/26/2018 21:51:33",3,"Create and publish release note for CLI 7.0.7.GA Create and publish release note for CLI 7.0.7.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3255","11/02/2018 16:35:00",8,"Create and publish release note for SDK 7.5.0.GA Create and publish release note for SDK 7.5.0.GA","",0,1,0,0,0,0,0,0,0,0,0,0,1
"TIDOC-3256","11/02/2018 16:35:56",8,"Create and publish release note for SDK 7.4.2.GA Create and publish release note for SDK 7.4.2.GA","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3265","12/04/2018 21:14:05",8,"Create and publish release note for SDK 7.5.1.RC Create and publish release note for SDK 7.5.1.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3266","12/04/2018 21:17:28",8,"Create and publish release note for SDK 8.0.0.RC Create and publish release note for SDK 8.0.0.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3271","12/13/2018 17:26:19",8,"Create and publish release note for SDK 7.5.1.GA Create and publish release note for SDK 7.5.1.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3273","12/18/2018 17:19:03",1,"Error in parameters for push_notification/unsubscribe.json in https://docs.appcelerator.com/arrowdb/latest/#!/api/PushNotifications-method-unsubscribe  one of the parameters is listed as ""user_id"" : String User ID to unsubscribe from push notifications.    This is incorrect, the parameter is actually su_id    The opposite/equivalent method (subscribe) has this listed correctly  https://docs.appcelerator.com/arrowdb/latest/#!/api/PushNotifications-method-subscribe    Tested as correct using the node.js SDK","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3283","01/23/2019 12:33:14",3,"Titanium.Calendar api docs need fix The docs for `Ti.Calendar` are quite confusing and needs to be fixed. The examples [here|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Calendar] demonstrate creating event with `title`, `description`, `begin` and `end` properties but at the same time all these properties are mentioned to be `read-only` in the [Event docs|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Calendar.Event].    *Edit:*  After working a bit more, it appears the whole *_Titanium.Calender_* docs are erroneous and misguiding. Should really be revisited.","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3282","01/31/2019 15:10:38",5,"Doc Day Tasks (Ti.UI.TextField, Ti.UI.ScrollView) Review assigned tasks for doc day: Ti.UI.TextField and Ti.UI.ScrollView. Check through the spelling, grammar and links","",0,0,1,0,0,0,0,1,0,0,0,0,0
"TIDOC-3287","02/20/2019 02:59:36",1,"Update ""Ti.UI.NavigationWindow"" to indicate Android and Windows support As of Titanium 8.0.0, we've added {{NavigationWindow}} support to Android and Windows for parity with iOS.    The feature was moved from {{Ti.UI.iOS.NavigationWindow}} to {{Ti.UI.Navigation}}.    We need to update the API docs to indicate that Android supports this here...  https://github.com/appcelerator/titanium_mobile/blob/master/apidoc/Titanium/UI/NavigationWindow.yml    And we need to update Windows API docs here as well...  https://github.com/appcelerator/titanium_mobile_windows/tree/master/apidoc/Titanium/UI  ","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3288","02/20/2019 03:20:54",1,"Update ""Ti.UI.Matrix2D"" to indicate Windows support As of Titanium 8.0.0, we've deprecated {{Ti.UI.2DMatrix}} in favor of the new {{Ti.UI.Matrix2D}}. All platforms (Android, iOS, and Windows) currently support this API, but our docs do not currently indicate that Windows supports it.    We need to update the API docs to indicate Windows support.  https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.Matrix2D  ","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3290","02/20/2019 21:47:58",8,"Create and publish release note for SDK 8.0.0.GA Create and publish release note for SDK 8.0.0.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3291","02/21/2019 19:10:00",1,"Always specify packaged SDK modules in release notes We should display a version table displaying each module packaged with the SDK in the release notes for every Titanium release.    Packaged SDK modules can be found here: https://github.com/appcelerator/titanium_mobile/blob/master/support/module/packaged/modules.json","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3293","02/26/2019 11:32:19",3,"Write up tutorial: How to Write Titanium iOS Native Modules with Swift Turn this into an tutorial: https://www.appcelerator.com/blog/2019/02/write-titanium-ios-native-modules-swift/?utm_source=Axway+Appcelerator&utm_campaign=1040e023b3-BLOG_ROUNDUP_2018_2_22&utm_medium=email&utm_term=0_763a3fa2c9-1040e023b3-430799269","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3355","03/25/2019 00:15:56",5,"iOS: Ti.UI.SIZE broken for WebViews The webview control has regressed from 7.5.0.GA to 8.0.0 because it no longer supports Ti.UI.SIZE.    Refer to the screenshot attachments - the one with the visible yellow webview component was taken on 7.5.0.GA and the one where the webview component is invisible is from 8.0.0. This test was run on an iPhone 6 simulator running iOS 12.1 however it has been replicated across multiple iOS builds.    Here is the test code:      ","  var win = Ti.UI.createWindow({});    var verticalView = Ti.UI.createView({layout: 'vertical', width: ""100%"", height: ""100%""});    verticalView.add(Ti.UI.createLabel({text: 'Label 1', top: 30, width: Ti.UI.SIZE, height: Ti.UI.SIZE}));    var html = ""<div style='font-family: Helvetica Neue; font-size:16px'><ul><li>Item 1</li><li>Item 2</li></ul></div>"";  verticalView.add(Ti.UI.createWebView({left: '14dp', right: '14dp', top: '7dp', height: Ti.UI.SIZE, html: html, backgroundColor: ""yellow""}));    verticalView.add(Ti.UI.createLabel({text: 'Label 2', top: 30, width: Ti.UI.SIZE, height: Ti.UI.SIZE}));    win.add(verticalView);    win.open();    ",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3301","03/29/2019 21:01:49",8,"Create and publish release note for SDK 8.0.1.RC Create and publish release note for SDK 8.0.1.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3302","03/29/2019 21:02:51",8,"Create and publish release note for CLI 7.1.0.RC Create and publish release note for CLI 7.1.0.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3303","04/01/2019 22:11:16",8,"Some icons are missing h5.Description    If you visit https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.OptionDialog you'll notice that some of the icons are missing, for example the cog and document on the overview tabs, and the ""X"" on each of the page tabs. There's probably more I haven't noticed.    Platform changed the iconset to ""platform-icon-X"" instead of ""icon-X"", so all ""icon-X"" references just need ""platform-"" prefixed on them","",1,0,0,0,0,0,0,1,1,0,0,0,0
"TIDOC-3309","04/24/2019 17:49:36",8,"Add deprecation and removal notices to Windows Phone docs The following docs were not updated with deprecation (SDK 6.3.0) and removal (SDK 7.0.0) warnings for supporting Windows Phones:  # https://wiki.appcelerator.org/display/guides2/Windows+Platform+Overview  # https://wiki.appcelerator.org/display/guides2/Titanium+Command-Line+Interface+Reference#TitaniumCommand-LineInterfaceReference-LineInterfaceReference-Windowsbuildoptions  # https://wiki.appcelerator.org/display/guides2/Deploying+to+Windows+Devices  #* This probably needs a new section just for WiIndows 10, no?  # https://wiki.appcelerator.org/display/guides2/Windows+UI+Components+and+Conventions  # https://wiki.appcelerator.org/display/guides2/Windows+Asset+Qualifiers  # https://wiki.appcelerator.org/display/guides2/Distributing+Windows+Applications  # https://wiki.appcelerator.org/display/guides2/Appcelerator+CLI+Tasks  #  6.3.0 and the 7.0.0 release notes  # https://wiki.appcelerator.org/display/guides2/Windows+Background+Service+Quick+Start  # https://wiki.appcelerator.org/display/guides2/Windows+Module+Project  # https://wiki.appcelerator.org/display/guides2/Windows+Module+Quick+Start  # https://wiki.appcelerator.org/display/guides2/Titanium+Compatibility+Matrix  #* Revise the statement in Operating System section  # https://wiki.appcelerator.org/display/guides2/Installing+the+Windows+SDK  #* Revise the Requirements section  # https://wiki.appcelerator.org/display/guides2/tiapp.xml+and+timodule.xml+Reference  # https://wiki.appcelerator.org/display/guides2/Video+APIs  # https://wiki.appcelerator.org/display/guides2/Preparing+for+Distribution  # https://wiki.appcelerator.org/display/guides2/Titanium+CLI+Options  # https://wiki.appcelerator.org/display/guides2/Tracking+Position+and+Heading  # https://wiki.appcelerator.org/display/guides2/Audio+APIs  # https://wiki.appcelerator.org/display/guides2/Cross-Platform+Mobile+Development+In+Titanium  # https://wiki.appcelerator.org/display/guides2/Alloy+Controllers  # https://wiki.appcelerator.org/display/guides2/Images+and+ImageView+APIs  # https://wiki.appcelerator.org/display/guides2/Icons+and+Splash+Screens  # https://wiki.appcelerator.org/pages/viewpage.action?pageId=35620077  # https://wiki.appcelerator.org/display/guides2/Camera+and+Photo+Gallery+APIs  # https://wiki.appcelerator.org/display/guides2/Alloy+Concepts","",0,1,0,0,0,0,0,0,1,0,0,0,0
